0.1497,0.12457,0.22497,0.13342,0.22329
0.14969,0.12382,0.22653,0.13332,0.2233
0.14973,0.12315,0.22804,0.13323,0.22325
0.14963,0.12218,0.2295,0.13333,0.22323
0.14958,0.12161,0.23093,0.1329,0.22328
0.14956,0.12078,0.23223,0.13249,0.22321
0.14961,0.12015,0.23329,0.13188,0.22303
0.14958,0.12,0.23444,0.13119,0.22269
0.14958,0.11971,0.2354,0.13093,0.22224
0.15006,0.11954,0.23602,0.13041,0.22172
0.15092,0.11956,0.23602,0.13025,0.22117
0.15123,0.11926,0.23613,0.13031,0.22054
0.15126,0.11933,0.23619,0.13024,0.21999
0.15143,0.11947,0.23635,0.12967,0.21983
0.15186,0.11888,0.23653,0.13011,0.21972
0.15224,0.11887,0.23649,0.13084,0.21904
0.15258,0.11881,0.23654,0.13139,0.21778
0.15272,0.11859,0.23653,0.13198,0.21634
0.1527,0.11863,0.23654,0.13273,0.21488
0.15271,0.11883,0.23654,0.13336,0.21363
0.15272,0.11919,0.23654,0.1338,0.21265
0.15271,0.11964,0.23654,0.1341,0.21173
0.15271,0.11974,0.23653,0.1347,0.21089
0.15272,0.11986,0.23655,0.13546,0.21018
0.15271,0.11983,0.23653,0.13606,0.20962
0.15268,0.11978,0.23655,0.13643,0.2093
0.1527,0.11944,0.23653,0.13637,0.20906
0.15269,0.1188,0.23654,0.13628,0.20892
0.15273,0.11825,0.23652,0.13613,0.20885
0.15271,0.11702,0.23653,0.13552,0.20892
0.15268,0.11702,0.2366,0.13506,0.20935
0.15222,0.11734,0.23685,0.1349,0.20979
0.15146,0.11694,0.237,0.1351,0.21
0.15074,0.11659,0.23714,0.13506,0.20992
0.15045,0.11629,0.2372,0.13522,0.20977
0.15051,0.11604,0.2373,0.13541,0.20964
0.15067,0.11585,0.23692,0.13574,0.20946
0.15056,0.11579,0.23662,0.13623,0.20948
0.15028,0.11554,0.23641,0.13648,0.2096
0.14996,0.1153,0.23627,0.1368,0.20986
0.14908,0.11522,0.23591,0.13728,0.21024
0.14826,0.11515,0.23592,0.13762,0.21052
0.1479,0.11518,0.23575,0.13786,0.21079
0.1476,0.11506,0.23554,0.13818,0.211
0.14705,0.11518,0.23533,0.13846,0.21127
0.14623,0.11518,0.23502,0.13875,0.21182
0.1455,0.11506,0.23477,0.139,0.21235
0.14516,0.11503,0.23465,0.1392,0.21288
0.14476,0.11519,0.23456,0.13941,0.21343
0.14422,0.11531,0.2346,0.13983,0.21421
0.14358,0.11554,0.23447,0.14033,0.21499
0.14301,0.11582,0.23446,0.14066,0.21586
0.14224,0.11604,0.23445,0.14112,0.2166
0.14187,0.11631,0.23437,0.14146,0.21731
0.14164,0.11626,0.23462,0.14176,0.21773
0.14156,0.11632,0.23495,0.142,0.21809
0.14162,0.11655,0.23527,0.14233,0.21867
0.14113,0.11744,0.23568,0.14243,0.21913
0.14034,0.11818,0.23622,0.14325,0.21984
0.13935,0.11891,0.23631,0.1435,0.2208
0.13852,0.11948,0.23602,0.14386,0.22157
0.13811,0.11995,0.23571,0.14416,0.22202
0.13799,0.12025,0.23507,0.14462,0.22256
0.13763,0.12066,0.23454,0.145,0.22317
0.13725,0.12117,0.23397,0.14545,0.22383
0.13693,0.12165,0.23358,0.14598,0.22446
0.13667,0.12217,0.23303,0.14658,0.22513
0.13649,0.12261,0.23258,0.14706,0.22569
0.13638,0.12308,0.23216,0.14755,0.22611
0.13636,0.12346,0.23176,0.148,0.2264
0.13637,0.12389,0.23137,0.1483,0.22652
0.13636,0.1242,0.23089,0.14861,0.22654
0.13634,0.12459,0.23022,0.14885,0.22653
0.13633,0.12503,0.22964,0.14919,0.22643
0.13642,0.12555,0.22907,0.14949,0.22618
0.13672,0.12616,0.2284,0.14984,0.22587
0.13715,0.12686,0.22764,0.15021,0.22534
0.13724,0.12746,0.22704,0.15086,0.22475
0.13729,0.12798,0.22633,0.15172,0.22419
0.1376,0.12845,0.22545,0.15252,0.22332
0.13803,0.12928,0.22422,0.15329,0.22203
0.1385,0.13002,0.22297,0.15393,0.22049
0.13899,0.13078,0.22171,0.15452,0.21898
0.13936,0.13145,0.2204,0.15521,0.21745
0.13973,0.1322,0.21905,0.15554,0.21575
0.13983,0.13286,0.21791,0.15604,0.21393
0.13987,0.13334,0.21715,0.15649,0.21214
0.1397,0.13366,0.21664,0.15657,0.21065
0.13964,0.13376,0.2164,0.15642,0.2094
0.13961,0.134,0.21605,0.15611,0.20824
0.13963,0.13378,0.21554,0.15646,0.20684
0.13963,0.13314,0.21559,0.15696,0.20559
0.13941,0.13316,0.21596,0.15709,0.20465
0.13918,0.13309,0.21658,0.15758,0.20359
0.13906,0.13303,0.21666,0.1578,0.20248
0.13902,0.13295,0.21686,0.15826,0.20155
0.13894,0.13309,0.21702,0.15852,0.20061
0.13898,0.13296,0.21693,0.159,0.19969
0.13897,0.13317,0.21703,0.15924,0.19897
0.139,0.13339,0.217,0.15937,0.19837
0.13902,0.13381,0.21711,0.15957,0.1979
0.139,0.13421,0.21711,0.15993,0.19751
0.13893,0.13454,0.2171,0.16055,0.19731
0.13894,0.13487,0.21699,0.1611,0.1972
0.13899,0.1354,0.21674,0.16158,0.19718
0.13903,0.13606,0.21648,0.16191,0.1972
0.13905,0.13671,0.21607,0.16218,0.19724
0.13902,0.13707,0.21588,0.16252,0.19731
0.13902,0.13742,0.21547,0.16279,0.19739
0.13902,0.13778,0.21515,0.16309,0.19752
0.13901,0.13821,0.21509,0.16337,0.19765
0.13904,0.13864,0.21499,0.16358,0.19778
0.13902,0.1392,0.21478,0.16372,0.19795
0.13903,0.13961,0.21461,0.16384,0.19815
0.13889,0.13994,0.21445,0.16412,0.1982
0.13877,0.1403,0.21424,0.16419,0.19815
0.13882,0.14054,0.21395,0.16415,0.19814
0.13894,0.14072,0.21368,0.16403,0.19825
0.13898,0.14086,0.21348,0.16386,0.19848
0.13886,0.14097,0.21335,0.16343,0.19883
0.13886,0.14107,0.2134,0.1629,0.19931
0.13895,0.14104,0.21349,0.16233,0.19994
0.13892,0.14107,0.21346,0.16185,0.20053
0.13893,0.14102,0.21349,0.16149,0.20111
0.13865,0.1409,0.21349,0.16113,0.20165
0.13841,0.14083,0.2135,0.16047,0.20255
0.13826,0.14072,0.21348,0.15986,0.20369
0.13843,0.14058,0.21352,0.15929,0.20489
0.13873,0.14048,0.21346,0.15886,0.20592
0.13894,0.14031,0.21351,0.15844,0.20671
0.13914,0.14017,0.21353,0.158,0.20732
0.13924,0.14014,0.21363,0.15742,0.20777
0.1391,0.14005,0.21385,0.15658,0.20801
0.13903,0.13999,0.21408,0.15563,0.20812
0.13889,0.13999,0.21428,0.15483,0.20838
0.13889,0.13997,0.21438,0.1542,0.20867
0.13885,0.14,0.21458,0.15359,0.20888
0.13893,0.14,0.21481,0.15305,0.20912
0.13909,0.14006,0.21507,0.15241,0.20944
0.13908,0.14013,0.21541,0.15165,0.20947
0.13897,0.14015,0.21558,0.15049,0.20914
0.13887,0.14023,0.21577,0.14912,0.2083
0.13895,0.14026,0.21582,0.14756,0.20722
0.13908,0.14024,0.21567,0.14589,0.20619
0.13919,0.14027,0.21565,0.14432,0.20538
0.13909,0.14005,0.21564,0.14318,0.20472
0.1391,0.13992,0.21565,0.14205,0.20422
