0.25301,0.18116,2.7053
0.25311,0.1812,2.7059
0.25316,0.18127,2.7068
0.25329,0.18128,2.7077
0.25337,0.18139,2.7093
0.2535,0.1815,2.7105
0.25352,0.18159,2.7107
0.25344,0.18163,2.7103
0.25344,0.18164,2.7104
0.25342,0.18186,2.7109
0.25346,0.18207,2.7115
0.25347,0.1822,2.7118
0.25342,0.18232,2.7121
0.25333,0.18256,2.7126
0.25325,0.18255,2.713
0.25314,0.18262,2.7136
0.25302,0.18259,2.7141
0.25297,0.18264,2.7144
0.25297,0.18264,2.7144
0.25297,0.18264,2.7145
0.25297,0.18264,2.7145
0.25297,0.18264,2.7145
0.25297,0.18263,2.7145
0.25297,0.18263,2.7145
0.25296,0.18261,2.7145
0.25296,0.18267,2.7145
0.25297,0.18284,2.715
0.253,0.18306,2.7152
0.253,0.18332,2.7155
0.25306,0.18363,2.7163
0.2535,0.1835,2.7169
0.25402,0.18341,2.7161
0.25454,0.18321,2.7155
0.25519,0.18312,2.7136
0.25576,0.18285,2.7114
0.25617,0.18257,2.7092
0.25648,0.18228,2.708
0.25675,0.18202,2.7077
0.25665,0.18183,2.7077
0.25643,0.18163,2.708
0.25617,0.18147,2.7079
0.25579,0.18111,2.7076
0.25562,0.1809,2.7074
0.25551,0.18058,2.7056
0.25533,0.18023,2.704
0.2552,0.17995,2.702
0.25511,0.17962,2.7013
0.25514,0.17943,2.7005
0.25512,0.17921,2.6998
0.25512,0.17911,2.6995
0.25512,0.17903,2.6993
0.25526,0.179,2.6984
0.25532,0.17896,2.6965
0.25525,0.17884,2.6959
0.25524,0.17878,2.6958
0.25531,0.17865,2.6956
0.25545,0.17842,2.6957
0.25574,0.17792,2.696
0.2563,0.1773,2.696
0.25675,0.177,2.6948
0.2571,0.17694,2.6939
0.25742,0.17657,2.6947
0.25766,0.1763,2.696
0.25786,0.17613,2.6979
0.25812,0.1759,2.6997
0.25849,0.17568,2.7013
0.25884,0.17545,2.7025
0.25913,0.17535,2.7036
0.25936,0.17528,2.7046
0.25954,0.17526,2.7047
0.25966,0.17528,2.7046
0.25978,0.17531,2.7041
0.25988,0.17532,2.7038
0.26002,0.17544,2.7034
0.26018,0.17558,2.7032
0.26042,0.1757,2.7031
0.26062,0.1759,2.7031
0.2607,0.17593,2.7029
0.26061,0.17602,2.7026
0.26049,0.17633,2.703
0.2604,0.1767,2.7046
0.26037,0.17714,2.7061
0.2603,0.17759,2.7076
0.26012,0.17809,2.7089
0.25996,0.17854,2.7099
0.25988,0.17896,2.7113
0.25976,0.17922,2.7126
0.25952,0.17944,2.7139
0.25911,0.17966,2.7161
0.2587,0.17989,2.7187
0.25838,0.17995,2.7214
0.25813,0.17987,2.7234
0.25788,0.17986,2.7256
0.25763,0.17986,2.7283
0.2575,0.17994,2.7299
0.25731,0.17992,2.7311
0.25699,0.17998,2.7331
0.25676,0.18,2.735
0.25654,0.17991,2.7362
0.25633,0.17977,2.7367
0.25603,0.17944,2.7364
0.25572,0.17909,2.7363
0.25542,0.17866,2.7359
0.25506,0.17819,2.7351
0.25471,0.17773,2.7344
0.25437,0.17734,2.7338
0.25405,0.17701,2.7331
0.25379,0.17667,2.7324
0.25353,0.17628,2.7315
0.2533,0.17592,2.7308
0.25307,0.17557,2.7299
0.25283,0.17526,2.7292
0.2526,0.17494,2.7283
0.25239,0.17465,2.7278
0.25215,0.17432,2.7271
0.25189,0.17398,2.7266
0.25162,0.1737,2.7261
0.25133,0.17347,2.7255
0.25108,0.1733,2.7249
0.25086,0.17313,2.7243
0.25073,0.1729,2.7238
0.25065,0.17275,2.7236
0.25064,0.17272,2.7236
0.25063,0.17272,2.7236
0.2506,0.17263,2.7234
0.25056,0.17247,2.7233
0.25049,0.17227,2.7231
0.25041,0.17205,2.7227
0.25036,0.17189,2.7223
0.25032,0.17181,2.7222
0.2503,0.17176,2.7221
0.25044,0.17176,2.7216
0.25065,0.17174,2.7207
0.25076,0.17163,2.7199
0.25078,0.17151,2.7193
0.25079,0.17146,2.7191
0.25077,0.1714,2.7191
0.25077,0.17139,2.7191
0.25079,0.17142,2.7189
0.25084,0.17148,2.7187
0.25091,0.17156,2.7186
0.25101,0.17167,2.7185
0.2511,0.17175,2.7188
0.2511,0.17176,2.7187
0.25109,0.17175,2.7187
0.25109,0.17175,2.7187
0.25109,0.17176,2.7188
0.25109,0.17177,2.7187
0.25109,0.17178,2.7187
0.2511,0.1718,2.7187
0.2511,0.1718,2.7186
0.2511,0.17181,2.7186
0.25105,0.17177,2.7182
0.25096,0.17175,2.7176
0.25093,0.17179,2.7171
0.25093,0.17184,2.7169
0.25092,0.17166,2.7167
0.25093,0.17152,2.7171
0.25091,0.17152,2.7171
0.25091,0.17159,2.7173
0.25085,0.17181,2.7171
0.25065,0.17208,2.7163
0.25037,0.17255,2.7152
0.25008,0.17322,2.7139
0.24976,0.17375,2.7127
0.2494,0.17438,2.7119
0.24935,0.17482,2.7115
0.24965,0.17491,2.711
0.24983,0.17499,2.7111
0.25005,0.17497,2.7105
0.25019,0.17486,2.7099
0.25019,0.17483,2.7098
