-2.7929,3,-2.7304,0.10818,1.1721
-2.7918,2.9747,-2.709,0.070099,1.1615
-2.789,2.9518,-2.6839,0.03526,1.1609
-2.7894,2.9136,-2.6589,-3.4674e-05,1.1576
-2.7841,2.8791,-2.6211,-0.057337,1.1653
-2.7932,2.8313,-2.5983,-0.096999,1.167
-2.7958,2.7933,-2.5776,-0.13869,1.17
-2.7907,2.7582,-2.5544,-0.17815,1.1772
-2.7893,2.7254,-2.5281,-0.2177,1.1672
-2.7864,2.6932,-2.5151,-0.2647,1.179
-2.7788,2.6568,-2.5106,-0.30501,1.1886
-2.7808,2.6336,-2.5105,-0.32308,1.1817
-2.781,2.6093,-2.5152,-0.34581,1.1896
-2.779,2.5825,-2.5216,-0.37894,1.1903
-2.7793,2.5556,-2.527,-0.39711,1.1843
-2.7773,2.4803,-2.5317,-0.44944,1.2023
-2.7806,2.4056,-2.5319,-0.50104,1.2278
-2.7795,2.3434,-2.534,-0.56738,1.2419
-2.7785,2.2915,-2.5346,-0.63523,1.2556
-2.7788,2.2447,-2.5346,-0.69908,1.2744
-2.7784,2.2022,-2.5344,-0.75692,1.2993
-2.7786,2.1623,-2.5346,-0.81064,1.3249
-2.7792,2.1293,-2.5344,-0.85573,1.356
-2.7787,2.0808,-2.5343,-0.90161,1.4007
-2.7794,2.0358,-2.5347,-0.93595,1.4384
-2.7781,1.9884,-2.5344,-0.98969,1.4769
-2.779,1.944,-2.5342,-1.0372,1.5118
-2.7774,1.8979,-2.5344,-1.0841,1.5453
-2.7762,1.8392,-2.5348,-1.1269,1.5788
-2.7742,1.7881,-2.5351,-1.1775,1.6345
-2.773,1.7763,-2.5356,-1.2021,1.6842
-2.7841,1.7711,-2.531,-1.1984,1.7123
-2.7973,1.7446,-2.5198,-1.2224,1.7507
-2.7941,1.7353,-2.5076,-1.2408,1.7875
-2.7986,1.7115,-2.4944,-1.2696,1.8353
-2.8032,1.6985,-2.4925,-1.2911,1.8807
-2.8014,1.6791,-2.4956,-1.3129,1.927
-2.8049,1.662,-2.4939,-1.3362,1.9825
-2.7992,1.6395,-2.4839,-1.3506,1.9998
-2.7861,1.6206,-2.4524,-1.3639,2.0232
-2.7788,1.6075,-2.4135,-1.3782,2.0406
-2.78,1.5995,-2.3762,-1.3829,2.073
-2.773,1.5842,-2.3491,-1.3944,2.0942
-2.7677,1.5694,-2.327,-1.409,2.1228
-2.7589,1.5522,-2.2912,-1.4275,2.1461
-2.7545,1.5308,-2.2504,-1.4438,2.1753
-2.7443,1.5159,-2.2153,-1.4631,2.2011
-2.7371,1.4845,-2.1822,-1.4887,2.2286
-2.7268,1.4657,-2.1409,-1.4985,2.2455
-2.7196,1.4451,-2.0983,-1.5343,2.2732
-2.711,1.415,-2.0443,-1.5571,2.297
-2.7031,1.4033,-2.0048,-1.5762,2.3274
-2.6969,1.3746,-1.9556,-1.5989,2.3512
-2.6841,1.3535,-1.9027,-1.6058,2.3889
-2.6798,1.3485,-1.85,-1.6244,2.4239
-2.6745,1.3154,-1.7992,-1.6329,2.4611
-2.6687,1.3144,-1.7546,-1.6533,2.5048
-2.668,1.3287,-1.6969,-1.6475,2.5281
-2.6714,1.3498,-1.6547,-1.6319,2.5457
-2.6674,1.3664,-1.5985,-1.6097,2.5653
-2.6599,1.37,-1.5566,-1.6006,2.5901
-2.6646,1.3807,-1.5183,-1.601,2.6065
-2.6584,1.3903,-1.4878,-1.5953,2.6172
-2.6585,1.4034,-1.4587,-1.5784,2.6328
-2.6582,1.4163,-1.4157,-1.5611,2.6398
-2.6571,1.4334,-1.3871,-1.5437,2.6467
-2.6567,1.4485,-1.3408,-1.533,2.6459
-2.6554,1.4646,-1.3075,-1.5114,2.644
-2.6566,1.4748,-1.2706,-1.4999,2.6485
-2.6561,1.4831,-1.2372,-1.4862,2.6495
-2.6552,1.496,-1.2103,-1.4707,2.6464
